row_number,AGNO,RBD,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_REG_RBD,NOM_REG_RBD_A,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,ENS_10,ENS_11,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL,lat,long,geohash,geometry,cod_comuna,Comuna
9535,2019,12713,2,CARDENAL RAUL SILVA HENRIQUEZ, ,65145028,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.43786054,-70.28782227,6kwp0e3,POINT (-70.28782227000001 -18.43786054),15101,Arica
9536,2019,12714,0,ESC.PARV.DE LENGUAJE DIVINO NINO JESUS, ,76137804,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, ,GRATUITO,GRATUITO,-18.481121,-70.30532,6kwnb5t,POINT (-70.30531999999999 -18.481121),15101,Arica
9538,2019,12716,7,COLEGIO MIRAMAR, ,65095959,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,310,410,510,610,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.49698959,-70.30570742,6kwnb0s,POINT (-70.30570742 -18.49698959),15101,Arica
9542,2019,12720,5,COLEGIO ADOLFO BEYZAGA OVANDO, ,65137924,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.48312668,-70.29094985,6kwnb7p,POINT (-70.29094985 -18.48312668),15101,Arica
9543,2019,12721,3,JARDIN INFANTIL CASTILLLO DEL SABER, ,65153653,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,9, ,GRATUITO,GRATUITO,-18.489902,-70.30295,6kwnb4n,POINT (-70.30295 -18.489902),15101,Arica
9548,2019,12727,2,ESCUELA ESPECIAL DE LENG. PIECECITOS DE NIÑO, ,65096114,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.482733,-70.315384,6ktyzgm,POINT (-70.31538399999999 -18.482733),15101,Arica
9554,2019,12733,7,JARDIN INFANTIL LA GRANJITA, ,65153617,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.469603,-70.29841,6kwnbmd,POINT (-70.29841 -18.469603),15101,Arica
9561,2019,12742,6,ESCUELA ESPECIAL DE LENGUAJE INTI - JALLU, ,65142857,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.48261,-70.318565,6ktyzg7,POINT (-70.31856500000001 -18.48261),15101,Arica
9566,2019,12748,5,ESCUELA ESP. DE LENG MANANTIAL DEL SABER, ,65145576,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.479128,-70.30105,6kwnb7b,POINT (-70.30105 -18.479128),15101,Arica
9568,2019,12750,7,LICEO DE ADULTOS JUNIOR COLLEGE, ,65143735,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,363,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.46392,-70.29144,6kwnbqx,POINT (-70.29143999999999 -18.46392),15101,Arica
11431,2019,16775,4,ESCUELA ESPECIAL DE LENGUAJE PEQUEÑO SAFARI, ,65153473,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,9, ,GRATUITO,GRATUITO,-18.44772,-70.28802,6kwp099,POINT (-70.28802 -18.44772),15101,Arica
12495,2019,20334,3,ESCUELA ESPECIAL DE LENGUAJE ESTRELLITA DE BELÉN, ,65134211,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,9, ,GRATUITO,GRATUITO,-18.48916,-70.3033,6kwnb4n,POINT (-70.30329999999999 -18.48916),15101,Arica
12608,2019,20464,1,LICEO PRESIDENTE CARLOS IBÁÑEZ DEL CAMPO, ,65135331,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,363,0,0,0,0,0,0,0,0,0,0,1,1,9, ,GRATUITO,GRATUITO,-18.483129,-70.2909495,6kwnb7p,POINT (-70.2909495 -18.483129),15101,Arica
12659,2019,20533,8,ESCUELA ESPECIAL DE LENGUAJE MIS PRIMEROS PASITOS, ,65144353,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,9, ,SIN INFORMACION,SIN INFORMACION,-18.48983,-70.29339,6kwnb6j,POINT (-70.29339 -18.48983),15101,Arica
12680,2019,20691,1,ESCUELA DE EDUCACIÓN ESPECIAL KANTATURU, ,70015120,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,212,0,0,0,0,0,0,0,0,0,0,1,1,9, ,GRATUITO,GRATUITO,-18.46823,-70.2907,6kwnbmz,POINT (-70.2907 -18.46823),15101,Arica
15274,2019,30001,2,THE INTERNATIONAL SCHOOL ARICA, ,65145588,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.46400952,-70.29951025,6kwnbq9,POINT (-70.29951025 -18.46400952),15101,Arica
15275,2019,30002,0,COLEGIO EL ROBLE, ,65126101,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.43505651,-70.29270386,6kwp0kn,POINT (-70.29270386 -18.43505651),15101,Arica
15276,2019,30003,9,COLEGIO JUAN PABLO II, ,65855580,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.39702645,-70.31975644,6ktzrff,POINT (-70.31975644000001 -18.39702645),15101,Arica
15277,2019,30004,7,ESCUELA ESPECIAL DE LENGUAJE ARCO IRIS, ,65096006,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.4712,-70.291985,6kwnbmq,POINT (-70.291985 -18.4712),15101,Arica
15278,2019,30005,5,COLEGIO MARIA MONTESSORI, ,65144315,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.47963942,-70.30504448,6kwnb5v,POINT (-70.30504448000001 -18.47963942),15101,Arica
15279,2019,30006,3,COLEGIO HISPANO, ,53330420,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.49106215,-70.28379363,6kwnb9u,POINT (-70.28379363000001 -18.49106215),15101,Arica
15280,2019,30007,1,ESC. ESP. LENG. LA GRANJITA SCHOOL, ,65153624,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.46991,-70.299835,6kwnbm9,POINT (-70.299835 -18.46991),15101,Arica
15281,2019,30009,8,ESC.ESP.LENG.DIVINO NIÑO JESUS DE ARICA, ,65149353,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.478952,-70.29894,6kwnbk1,POINT (-70.29894 -18.478952),15101,Arica
15282,2019,30010,1,ESCUELA ESPECIAL DE LENGUAJE LUCERITO MUSIKAL, ,65143547,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-18.487993,-70.29806,6kwnb66,POINT (-70.29806000000001 -18.487993),15101,Arica
15283,2019,30012,8,COLEGIO AMARU ANKU SCHOOL, ,65155683,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.46965793,-70.29834758,6kwnbmd,POINT (-70.29834758 -18.46965793),15101,Arica
15284,2019,30013,6,THE AZAPA VALLEY SCHOOL,13995438, ,0,15,AYP,151,15101,ARICA,151,ARICA,4,3,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,1, ,MAS DE $100.000,MAS DE $100.000,-18.49992,-70.25711,6kwnc20,POINT (-70.25711 -18.49992),15101,Arica
15533,2019,31303,3,ESCUELA ESPECIAL DE LENGUAJE AMANK`AY, ,65144899,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,9, ,SIN INFORMACION,SIN INFORMACION,-18.500628,-70.31212,6kwnb00,POINT (-70.31211999999999 -18.500628),15101,Arica
15534,2019,31304,1,ESCUELA ESPECIAL DE LENGUAJE RELMU, ,65096011,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,9, ,GRATUITO,GRATUITO,-18.436016,-70.290924,6kwp07z,POINT (-70.290924 -18.436016),15101,Arica
15535,2019,31306,8,COLEGIO FINÉS RELMU, ,65096006,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.470991,-70.29207,6kwnbmq,POINT (-70.29207 -18.470991),15101,Arica
15537,2019,31308,4,ESCUELA ESPECIAL DE LENGUAJE PEQUEÑOS ESTRATEGAS, ,65145101,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.436848,-70.28756,6kwp0ed,POINT (-70.28756 -18.436848),15101,Arica
15838,2019,40168,4,ESC.ESP.LENG LOS BENJAMINES, ,65134001,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.496752,-70.29537,6kwnb2u,POINT (-70.29537000000001 -18.496752),15101,Arica
15839,2019,40169,2,COLEGIO DIFERENCIAL COLIBRÍ, ,65095201,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,212,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.505793,-70.29449,6kwn8rj,POINT (-70.29449 -18.505793),15101,Arica
15842,2019,40172,2,ESCUELA ESP. DE LENGUAJE ILLAWARA, ,65138136,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.514835,-70.293594,6kwn8mm,POINT (-70.293594 -18.514835),15101,Arica
15883,2019,40225,7,ESC. ESP. LENG. SEMILLITAS DE AMOR, ,65096298,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.523878,-70.29271,6kwn87y,POINT (-70.29271 -18.523878),15101,Arica
15886,2019,40230,3,COLEGIO TECNOLOGICO DON BOSCO DE ARICA, ,65097239,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,310,510,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.437288,-70.28587,6kwp0ee,POINT (-70.28587 -18.437288),15101,Arica
15899,2019,40244,3,ESCUELA ESPECIAL DE LENGUAJE ILLIMANI, ,65143603,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.446333,-70.28499,6kwp09u,POINT (-70.28498999999999 -18.446333),15101,Arica
15900,2019,40245,1,ESCUELA ESPECIAL DE LENGUAJE AMAPOLAS, ,65134839,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.455374,-70.284096,6kwp08k,POINT (-70.28409600000001 -18.455374),15101,Arica
15928,2019,40275,3,ESCUELA ESPECIAL DE LENGUAJE MATICES, ,65135009,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.47017,-70.29059,6kwnbmx,POINT (-70.29058999999999 -18.47017),15101,Arica
15978,2019,40332,6,ESC ESP DE LENGUAJE ENTRETENIÑOS, ,65145089,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.484467,-70.30296,6kwnb5n,POINT (-70.30296 -18.484467),15101,Arica
16003,2019,40368,7,ESC ESP DE LENG SENDERO DEL SABER, ,65144458,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.495466,-70.3059,6kwnb1h,POINT (-70.30589999999999 -18.495466),15101,Arica
16010,2019,40377,6,ESC ESP DE LENGUAJE GOTITAS DE ROCIO, ,65149087,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,7,VALORICA,GRATUITO,GRATUITO,-18.489786,-70.29329,6kwnb6j,POINT (-70.29329 -18.489786),15101,Arica
16017,2019,40384,9,ESCUELA ESPECIAL DE LENGUAJE MATEITO´S, ,65143765,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.487494,-70.30333,6kwnb4q,POINT (-70.30333 -18.487494),15101,Arica
16020,2019,40387,3,JARDIN INFANTIL Y SALACUNA MI PEQUEÑO GENIO, ,76119636,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.483597,-70.310005,6kwnb51,POINT (-70.310005 -18.483597),15101,Arica
16026,2019,40395,4,COLEGIO JOHN WALL HOLCOMB, ,65145832,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.447836,-70.2959,6kwp03s,POINT (-70.2959 -18.447836),15101,Arica
16032,2019,40401,2,ESC ESP DE LENGUAJE EL DESPERTAR, ,65149601,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.486916,-70.28591,6kwnbde,POINT (-70.28591 -18.486916),15101,Arica
55,2019,70,1,ESCUELA VALLE DE ESQUINA, ,69251000,1,15,AYP,151,15102,CAMARONES,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,7,MULTICULTURAL,GRATUITO,GRATUITO,-18.93621826,-69.530159,6kws3bc,POINT (-69.530159 -18.93621826),15102,Camarones
56,2019,72,8,LICEO VALLE DE CODPA, ,69251000,1,15,AYP,151,15102,CAMARONES,151,ARICA,2,1,1,0,110,710,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.832901,-69.74458313,6kwkugt,POINT (-69.74458313 -18.832901),15102,Camarones
57,2019,73,6,ESCUELA VALLE DE COBIJA, ,69251000,1,15,AYP,151,15102,CAMARONES,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.73989105,-69.58323669,6kwt2se,POINT (-69.58323669000001 -18.73989105),15102,Camarones
58,2019,74,4,ESCUELA VALLE DE CAMARONES, ,69251000,1,15,AYP,151,15102,CAMARONES,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-19.00991631,-69.86013794,6kw7f73,POINT (-69.86013794 -19.00991631),15102,Camarones
59,2019,75,2,ESCUELA VALLE DE GUANACAGUA, ,69251000,1,15,AYP,151,15102,CAMARONES,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.82276535,-69.71333313,6kwkvtk,POINT (-69.71333313 -18.82276535),15102,Camarones
60,2019,76,0,ESCUELA VALLE DE CUYA, ,69251000,1,15,AYP,151,15102,CAMARONES,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-19.16016006,-70.17948914,6kw4gpb,POINT (-70.17948914 -19.16016006),15102,Camarones
8680,2019,10887,1,ESCUELA DE CHITITA, ,69251000,1,15,AYP,151,15102,CAMARONES,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.82287231,-69.68486249,6kwkym3,POINT (-69.68486249 -18.82287231),15102,Camarones
8685,2019,10897,9,ESCUELA DE ILLAPATA, ,69251000,1,15,AYP,151,15102,CAMARONES,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.94981866,-69.49459339,6kws4w7,POINT (-69.49459339000001 -18.94981866),15102,Camarones
8696,2019,10912,6,ESCUELA VALLE DE PARCOHAYLLA, ,69251000,1,15,AYP,151,15102,CAMARONES,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,7,EVÁNGELICA,GRATUITO,GRATUITO,-18.90061998,-69.25041665,6kwu2pj,POINT (-69.25041665000001 -18.90061998),15102,Camarones
61,2019,78,7,LICEO GRANADEROS, ,69250800,1,15,AYP,152,15201,PUTRE,151,ARICA,2,1,1,1,10,110,710,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.19582367,-69.5619278,6ky83pd,POINT (-69.56192780000001 -18.19582367),15201,Putre
62,2019,79,5,ESCUELA EL MARQUEZ, ,69250800,1,15,AYP,152,15201,PUTRE,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,7,PLURALISTA,GRATUITO,GRATUITO,-18.58071518,-69.49375916,6kww69k,POINT (-69.49375916 -18.58071518),15201,Putre
63,2019,81,7,ESCUELA PAYACHATAS, ,69250800,1,15,AYP,152,15201,PUTRE,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,7,PLURALISTA,GRATUITO,GRATUITO,-18.05440331,-69.20101166,6kyc333,POINT (-69.20101166000001 -18.05440331),15201,Putre
64,2019,82,5,ESCUELA SAN FRANCISCO DE ASIS, ,69250800,1,15,AYP,152,15201,PUTRE,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.26880074,-69.59646606,6ky8063,POINT (-69.59646606 -18.26880074),15201,Putre
65,2019,83,3,ESCUELA COTA COTANI, ,69250800,1,15,AYP,152,15201,PUTRE,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.52192497,-69.22052765,6kwy8u5,POINT (-69.22052764999999 -18.52192497),15201,Putre
66,2019,84,1,ESCUELA LOS ALAMOS, ,69250800,1,15,AYP,152,15201,PUTRE,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.19634819,-69.55921936,6ky83pk,POINT (-69.55921936 -18.19634819),15201,Putre
67,2019,86,8,ESCUELA SAN SANTIAGO DE BELEN, ,69250800,1,15,AYP,152,15201,PUTRE,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.46778488,-69.51489258,6kwwfnh,POINT (-69.51489257999999 -18.46778488),15201,Putre
68,2019,87,6,ESCUELA ANCOLACANE, ,69250700,1,15,AYP,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-17.85471535,-69.60613251,6kyd2jd,POINT (-69.60613250999999 -17.85471535),15202,General Lagos
69,2019,88,4,ESCUELA ALCERRECA, ,69250700,1,15,AYP,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-17.99433517,-69.70589447,6ky3tu1,POINT (-69.70589447 -17.99433517),15202,General Lagos
70,2019,89,2,ESCUELA HUMAPALCA, ,69250700,1,15,AYP,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-17.83438873,-69.70278168,6ky6tc7,POINT (-69.70278168 -17.83438873),15202,General Lagos
71,2019,90,6,ESCUELA INTERNADO VISVIRI, ,69250700,1,15,AYP,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-17.59488487,-69.4811554,6kyefuv,POINT (-69.48115540000001 -17.59488487),15202,General Lagos
72,2019,91,4,ESCUELA COSAPILLA, ,69250700,1,15,AYP,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-17.767959,-69.412081,6kydumr,POINT (-69.412081 -17.767959),15202,General Lagos
73,2019,92,2,ESCUELA CHISLLUMA, ,69250700,1,15,AYP,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-17.69676781,-69.68830109,6ky7q4q,POINT (-69.68830109 -17.69676781),15202,General Lagos
74,2019,93,0,ESCUELA CHUJLLUTA, ,69250700,1,15,AYP,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-17.89941597,-69.34921265,6kydjvt,POINT (-69.34921265 -17.89941597),15202,General Lagos
75,2019,94,9,ESCUELA GUACOYO, ,69250700,1,15,AYP,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-17.76012802,-69.34494781,6kydynb,POINT (-69.34494780999999 -17.76012802),15202,General Lagos
76,2019,95,7,ESCUELA COLPITAS, ,69250700,1,15,AYP,152,15202,GENERAL LAGOS,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-17.95693779,-69.45362854,6ky9ge1,POINT (-69.45362854 -17.95693779),15202,General Lagos
77,2019,97,3,INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY, ,70938800,1,1,TPCA,11,1101,IQUIQUE,11,IQUIQUE,1,1,0,1,410,510,810,0,0,0,0,0,0,0,0,1,1,1, ,$1.000 A $10.000,GRATUITO,-20.21983528,-70.15323639,6kqhgx5,POINT (-70.15323639 -20.21983528),1101,Iquique
81,2019,102,3,ESC.EDUC.ESPECIAL FLOR DEL INCA, ,70938800,1,1,TPCA,11,1101,IQUIQUE,11,IQUIQUE,1,1,0,0,212,216,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-20.24097252,-70.13935089,6kqhggn,POINT (-70.13935089 -20.24097252),1101,Iquique
82,2019,103,1,ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA, ,70938800,1,1,TPCA,11,1101,IQUIQUE,11,IQUIQUE,1,1,0,1,110,310,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-20.22109604,-70.13816833,6kqhgyy,POINT (-70.13816833 -20.22109604),1101,Iquique
83,2019,105,8,CENTRO DE CAPACITACION LABORAL, ,70938800,1,1,TPCA,11,1101,IQUIQUE,11,IQUIQUE,1,1,0,0,212,218,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-20.24172211,-70.13650513,6kqhu50,POINT (-70.13650513 -20.24172211),1101,Iquique
84,2019,106,6,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL, ,71142500,1,1,TPCA,11,1101,IQUIQUE,11,IQUIQUE,5,4,0,0,110,310,510,810,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-20.293957,-70.127608,6kqhs1w,POINT (-70.127608 -20.293957),1101,Iquique
85,2019,107,4,LICEO LIBERT. GRAL.BERNARDO O´HIGGINS, ,70938800,1,1,TPCA,11,1101,IQUIQUE,11,IQUIQUE,1,1,0,1,110,310,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-20.21974373,-70.15238953,6kqhgxh,POINT (-70.15238952999999 -20.21974373),1101,Iquique
86,2019,108,2,LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN, ,70938800,1,1,TPCA,11,1101,IQUIQUE,11,IQUIQUE,1,1,0,1,510,610,0,0,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO,-20.22579575,-70.14872742,6kqhgwp,POINT (-70.14872742 -20.22579575),1101,Iquique
87,2019,109,0,COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON, ,70938800,1,1,TPCA,11,1101,IQUIQUE,11,IQUIQUE,1,1,0,1,110,310,410,510,610,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-20.21695137,-70.15338135,6kqhgxe,POINT (-70.15338135 -20.21695137),1101,Iquique
88,2019,110,4,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ., ,70938800,1,1,TPCA,11,1101,IQUIQUE,11,IQUIQUE,1,1,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO,-20.21758842,-70.14691162,6kqhgz8,POINT (-70.14691162 -20.21758842),1101,Iquique
89,2019,111,2,ESCUELA GABRIELA MISTRAL, ,70938800,1,1,TPCA,11,1101,IQUIQUE,11,IQUIQUE,1,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-20.22589111,-70.14141083,6kqhgvu,POINT (-70.14141083 -20.22589111),1101,Iquique
90,2019,112,0,ESCUELA EDUARDO LLANOS, ,70938800,1,1,TPCA,11,1101,IQUIQUE,11,IQUIQUE,1,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-20.21447563,-70.13585663,6kqjh00,POINT (-70.13585663000001 -20.21447563),1101,Iquique
91,2019,113,9,ESCUELA ALMIRANTE PATRICIO LYNCH, ,70938800,1,1,TPCA,11,1101,IQUIQUE,11,IQUIQUE,1,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-20.23204422,-70.13769531,6kqhguz,POINT (-70.13769531 -20.23204422),1101,Iquique
